title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
Training Day,7.485,5360,Released,2001-10-05,104876233,122,False,45000000,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.","The only thing more dangerous than the line being crossed, is the cop who will cross it.","Action, Crime, Drama","WV Films II, Village Roadshow Pictures, NPV Entertainment, Outlaw Productions, Warner Bros. Pictures",United States of America,"English, Russian, Spanish, Korean","drug dealer, california, police brutality, poker, bratva (russian mafia), war on drugs, drug trafficking, police corruption, los angeles, california, gang member, rookie cop, narcotics cop, mexican american, barrio, cholo, neo-noir",939
Trainspotting,8.0,9017,Released,1996-02-23,16491080,94,False,4000000,en,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",Choose life.,"Drama, Crime","Noel Gay Motion Picture Company, Figment Films, Film4 Productions, Miramax",United Kingdom,English,"drug dealer, friendship, london, england, based on novel or book, scotland, heroin, drug addiction, anti hero, junkie, nightclub, cold turkey, dark comedy, edinburgh, scotland, modern society, hallucination, surrealism, monologue, stealing, drug rehabilitation, drug dealing, drugs, schoolgirl, recovering addict, illegal drugs, social realism, drug culture",940
Transcendence,6.029,5102,Released,2014-04-16,103039258,119,False,100000000,en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.","Yesterday, Dr. Will Caster was only human...","Thriller, Science Fiction, Drama, Mystery","DMG Entertainment, Warner Bros. Pictures, Alcon Entertainment, Syncopy, Straight Up Films, Summit Entertainment","China, United Kingdom, United States of America",English,"mind control, artificial intelligence (a.i.), computer virus, technology, nanotechnology, super computer, resurrection, love, terrorism, scientist, extremist, moral dilemma, computer scientist, mind transfer, quantum computer, mind uploading",941
Transformers,6.8,10477,Released,2007-06-27,709709780,143,False,150000000,en,Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,Their war. Our world.,"Adventure, Science Fiction, Action","DreamWorks Pictures, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production",United States of America,"Spanish, English","transformation, destroy, alien, based on toy, robot, duringcreditsstinger, teenage hero, griffith observatory, transformers",942
Transformers: Age of Extinction,5.92,7581,Released,2014-06-25,1104054072,165,False,210000000,en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.","This is not war, it's extinction.","Science Fiction, Action, Adventure","di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions, Paramount",United States of America,English,"music video, sequel, alien, based on toy, giant robot, robot, transformers",943
Transformers: Dark of the Moon,6.183,7736,Released,2011-06-28,1123794079,154,False,195000000,en,Transformers: Dark of the Moon,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",The invasion we always feared. An enemy we never expected.,"Action, Science Fiction, Adventure","Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions",United States of America,English,"spacecraft, moon, traitor, bodyguard, alien planet, based on toy, giant robot, sabotage, word domination, commando, duringcreditsstinger",944
Transformers: Revenge of the Fallen,6.2,7939,Released,2009-06-19,836303693,149,False,200000000,en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Revenge is coming.,"Science Fiction, Action, Adventure","DreamWorks Pictures, Paramount, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production, Ian Bryce Productions",United States of America,"Spanish, English","egypt, chaos, sun, tank, symbol, alien, artifact, revenge, based on toy, robot, duringcreditsstinger, transformers",945
Transformers: The Last Knight,6.059,5727,Released,2017-06-16,605425157,154,False,217000000,en,Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",Two worlds collide. One survives.,"Action, Adventure, Science Fiction","Paramount, di Bonaventura Pictures, Ian Bryce Productions, Tom DeSanto/Don Murphy Production",United States of America,English,"england, based on toy, knight, robot, transformers",946
Tropic Thunder,6.635,5591,Released,2008-08-09,195702811,107,False,92000000,en,Tropic Thunder,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film. After ballooning costs force the studio to cancel the movie, the frustrated director refuses to stop shooting, leading his cast into the jungles of Southeast Asia, where they encounter real bad guys.",Get Some.,"Action, Comedy, Adventure, War","Internationale Filmproduktion Stella-del-Sud Second, DreamWorks Pictures, Red Hour, Goldcrest","United States of America, United Kingdom, Germany",English,"vietnam, movie business, satire, parody, jungle, movie star, southeast asia, land mine, shackles, duringcreditsstinger, blackface, method acting",947
Troy,7.146,9376,Released,2004-05-13,497409852,163,False,175000000,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",For passion. For honor. For destiny. For victory. For love.,"Adventure, History, War, Action","Warner Bros. Pictures, Plan B Entertainment, Nimar Studios, Radiant Productions, Helena Productions, Latina Pictures","United States of America, Malta, United Kingdom",English,"epic, adultery, sibling relationship, hostility, bravery, mythology, beauty, trojan war, wall, fraud, sword fight, battlefield, historical fiction, ancient world, based on song, poem or rhyme, pyre, ancient greece, peplum, trojan horse, bronze age, sparta greece, helen of troy, homer's iliad, muscular men, ships, sword and sandal, helmet",948
True Grit,7.301,4890,Released,2010-12-22,252276927,110,False,38000000,en,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",Punishment comes one way or another,"Drama, Adventure, Western","Paramount, Scott Rudin Productions, Mike Zoss Productions, Skydance",United States of America,English,"bounty hunter, based on novel or book, father murder, loss of loved one, texas ranger, arkansas, alcoholism, betrayal, eye patch",949
Turning Red,7.442,4484,Released,2022-03-10,18879922,100,False,190000000,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",Growing up is a beast.,"Animation, Family, Comedy, Fantasy","Walt Disney Pictures, Pixar",United States of America,"Cantonese, Mandarin, Korean, French, English","friendship, canada, concert, temple, shapeshifting, toronto, canada, coming of age, teenage girl, female protagonist, east asian lead, animal, domineering mother, perfectionist, aftercreditsstinger, chinese canadian, woman director, ancestor, boy band, mother daughter relationship, red panda",950
